,disp_id,account_id,disposition_type,account_frequency,account_creation,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 
4434,4691,3891,DISPONENT,monthly issuance,930818,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,34,False,640128,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
4435,4692,3892,OWNER,monthly issuance,931025,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,True,550406,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
4436,4693,3893,OWNER,monthly issuance,961213,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,55,False,430302,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4437,4694,3893,DISPONENT,monthly issuance,961213,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,55,True,430415,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4438,4695,3894,OWNER,monthly issuance,960925,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,73,False,251211,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4439,4696,3894,DISPONENT,monthly issuance,960925,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,65,True,330412,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4440,4697,3895,OWNER,monthly issuance,950714,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,41,True,570925,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
4441,4698,3896,OWNER,monthly issuance,950817,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,35,False,630331,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4442,4699,3897,OWNER,monthly issuance,970416,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,35,True,631112,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4443,4700,3898,OWNER,monthly issuance,940207,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,61,True,370615,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4444,4701,3899,OWNER,monthly issuance,960625,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,57,False,410628,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4445,4704,3901,OWNER,monthly issuance,970830,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,43,True,550429,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
4446,4705,3902,OWNER,monthly issuance,950808,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,43,False,550912,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4447,4706,3903,OWNER,monthly issuance,941219,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,55,True,430711,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
4448,4707,3903,DISPONENT,monthly issuance,941219,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58,False,401105,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
4449,4708,3904,OWNER,monthly issuance,961005,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,48,False,500714,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
4450,4709,3905,OWNER,issuance after transaction,970528,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,20,False,780416,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4451,4710,3906,OWNER,monthly issuance,970708,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,37,True,610509,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4452,4711,3906,DISPONENT,monthly issuance,970708,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,43,False,550723,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4453,4712,3907,OWNER,monthly issuance,960418,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,38,True,600606,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
4454,4713,3908,OWNER,monthly issuance,970116,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,80,True,181104,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4455,4714,3908,DISPONENT,monthly issuance,970116,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,87,False,110820,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4456,4715,3909,OWNER,monthly issuance,930114,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,22,True,760812,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
4457,4716,3910,OWNER,monthly issuance,970119,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,65,True,330802,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
4458,4717,3911,OWNER,monthly issuance,971216,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,54,False,440809,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
4459,4718,3912,OWNER,monthly issuance,940504,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,66,False,321122,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
4460,4719,3913,OWNER,monthly issuance,961004,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,61,False,370218,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
4461,4720,3914,OWNER,monthly issuance,950905,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,52,True,460506,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4462,4721,3915,OWNER,monthly issuance,930402,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,42,True,560321,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
4463,4722,3916,OWNER,monthly issuance,970928,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,26,False,720128,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
4464,4723,3917,OWNER,monthly issuance,960330,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,57,True,410206,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4465,4724,3918,OWNER,monthly issuance,931209,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,25,True,731014,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
4466,4725,3919,OWNER,monthly issuance,971018,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,53,False,451117,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
4467,4726,3919,DISPONENT,monthly issuance,971018,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,46,True,520704,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
4468,4727,3920,OWNER,monthly issuance,930901,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,28,True,701123,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4469,4728,3920,DISPONENT,monthly issuance,930901,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,28,False,701031,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4470,4729,3921,OWNER,monthly issuance,940717,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,53,False,450707,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
4471,4730,3922,OWNER,monthly issuance,971022,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,78,False,200504,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
4472,4731,3923,OWNER,monthly issuance,930330,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,25,True,730211,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4473,4732,3924,OWNER,monthly issuance,960224,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,80,False,180317,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4474,4733,3925,OWNER,monthly issuance,950905,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,43,False,550717,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4475,4734,3926,OWNER,monthly issuance,940911,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,73,False,250321,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
4476,4735,3926,DISPONENT,monthly issuance,940911,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,76,True,221023,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
4477,4736,3927,OWNER,monthly issuance,931022,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,55,True,430528,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4478,4737,3928,OWNER,monthly issuance,960508,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,17,True,810601,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
4479,4739,3930,OWNER,monthly issuance,950425,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,38,True,600308,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
4480,4740,3931,OWNER,monthly issuance,960205,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,21,False,770612,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
4481,4741,3932,OWNER,monthly issuance,960725,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,69,True,290729,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4482,4742,3933,OWNER,monthly issuance,960211,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,49,True,490413,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4483,4743,3933,DISPONENT,monthly issuance,960211,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,42,False,560925,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4484,4744,3934,OWNER,monthly issuance,971223,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,69,False,291218,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4485,4745,3935,OWNER,monthly issuance,930308,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,50,True,480804,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
4486,4746,3936,OWNER,monthly issuance,950504,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,57,True,410720,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
4487,4747,3937,OWNER,monthly issuance,960110,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,76,True,220427,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
4488,4748,3937,DISPONENT,monthly issuance,960110,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,70,False,280126,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
4489,4749,3938,OWNER,monthly issuance,931117,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,50,True,480119,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
4490,4750,3939,OWNER,monthly issuance,930708,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,36,False,620404,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4491,4751,3940,OWNER,weekly issuance,950507,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,25,False,730108,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
4492,4752,3941,OWNER,monthly issuance,961226,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,59,False,391009,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
4493,4753,3941,DISPONENT,monthly issuance,961226,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,64,True,340218,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
4494,4754,3942,OWNER,weekly issuance,960510,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,59,True,391228,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
4495,4755,3943,OWNER,monthly issuance,960306,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,44,True,540905,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
4496,4756,3944,OWNER,monthly issuance,951008,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,48,True,500108,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4497,4757,3944,DISPONENT,monthly issuance,951008,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,53,False,451009,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4498,4758,3945,OWNER,monthly issuance,951107,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,25,True,730109,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4499,4759,3945,DISPONENT,monthly issuance,951107,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,18,False,800221,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4500,4760,3946,OWNER,monthly issuance,960716,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,63,False,350327,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4501,4761,3946,DISPONENT,monthly issuance,960716,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,64,True,341128,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4502,4762,3947,OWNER,monthly issuance,960123,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,27,True,710213,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
4503,4763,3948,OWNER,monthly issuance,931109,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,54,True,440223,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
4504,4764,3949,OWNER,monthly issuance,960111,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,19,False,791015,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4505,4765,3950,OWNER,monthly issuance,970901,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,63,False,350306,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
4506,4766,3951,OWNER,monthly issuance,970602,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,31,False,670527,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4507,4767,3952,OWNER,monthly issuance,960308,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,80,True,180921,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
4508,4768,3953,OWNER,monthly issuance,970616,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,38,True,600403,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4509,4769,3954,OWNER,monthly issuance,930625,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,75,True,230123,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4510,4770,3954,DISPONENT,monthly issuance,930625,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,74,False,241213,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
4511,4771,3955,OWNER,monthly issuance,930714,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,37,True,610107,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4512,4772,3956,OWNER,monthly issuance,961028,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,48,True,500129,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4513,4773,3957,OWNER,weekly issuance,960613,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,46,True,520613,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4514,4774,3958,OWNER,monthly issuance,971228,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,47,False,510814,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
4515,4775,3958,DISPONENT,monthly issuance,971228,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,50,True,480722,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
4516,4776,3959,OWNER,weekly issuance,970215,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24,False,741222,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4517,4777,3960,OWNER,monthly issuance,930206,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,69,True,290623,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4518,4778,3960,DISPONENT,monthly issuance,930206,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,76,False,220307,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4519,4779,3961,OWNER,monthly issuance,970124,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,20,False,780210,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4520,4780,3962,OWNER,monthly issuance,961213,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,26,True,720201,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4521,4781,3963,OWNER,monthly issuance,971027,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,32,True,660815,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
4522,4782,3964,OWNER,monthly issuance,970125,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,32,False,661228,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218
4523,4783,3965,OWNER,monthly issuance,930504,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,20,True,781016,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
4524,4784,3966,OWNER,monthly issuance,960109,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,78,True,201208,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4525,4785,3966,DISPONENT,monthly issuance,960109,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,77,False,211006,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4526,4786,3967,OWNER,monthly issuance,960922,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,60,False,380816,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4527,4787,3968,OWNER,monthly issuance,960101,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,False,620312,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
4528,4788,3969,OWNER,monthly issuance,930620,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,18,True,800427,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
4529,4789,3970,OWNER,monthly issuance,951128,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,58,True,400926,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
4530,4790,3971,OWNER,monthly issuance,970313,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,52,False,460209,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
4531,4791,3972,OWNER,monthly issuance,931011,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,62,False,360215,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
4532,4792,3973,OWNER,monthly issuance,951127,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,41,True,570525,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
4533,4793,3974,OWNER,monthly issuance,960308,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,52,True,460215,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
4534,4794,3975,OWNER,monthly issuance,941002,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,53,True,451116,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
4535,4795,3976,OWNER,monthly issuance,960415,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,73,True,250918,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4536,4796,3977,OWNER,monthly issuance,930925,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,70,False,280311,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
4537,4797,3978,OWNER,monthly issuance,950218,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,58,True,400903,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
4538,4798,3979,OWNER,monthly issuance,960214,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,36,True,620102,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
4539,4799,3980,OWNER,monthly issuance,930403,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,52,True,460320,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
4540,4800,3980,DISPONENT,monthly issuance,930403,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,45,False,530814,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
4541,4801,3981,OWNER,monthly issuance,950115,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,20,False,781125,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
4542,4802,3982,OWNER,monthly issuance,930727,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,27,False,710706,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
4543,4803,3983,OWNER,monthly issuance,930204,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,53,False,450807,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4544,4804,3984,OWNER,monthly issuance,961214,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,68,True,300207,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
4545,4805,3985,OWNER,monthly issuance,970713,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,63,True,350313,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4546,4806,3986,OWNER,monthly issuance,970620,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,54,True,440201,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
4547,4807,3987,OWNER,monthly issuance,970914,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,50,False,481228,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218
4548,4808,3988,OWNER,monthly issuance,970504,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,17,True,811124,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
4549,4809,3989,OWNER,monthly issuance,950311,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,68,False,301101,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
