loan_id,loan_date,loan_value,loan_duration,payments,loan_success,account_frequency,account_creation,account_district code ,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,client_district code ,client_district region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,card_type,card issue,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
6442,980208,194160,48,4045,,monthly issuance,960906,57,south Moravia,161954,21,37,20,3,8,48.0,8720,6.43,4.5,116,1358.0,3651,53,True,450510,57,south Moravia,161954,21,37,20,3,8,48.0,8720,6.43,4.5,116,1358.0,3651,no card,0,15.0,29713.9,133.0,14.6,17642.0,3355.957894736841,900.0,48106.2,28548.36541353385
5889,980209,321240,60,5354,,monthly issuance,960903,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,28,False,700123,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,no card,0,159.7,37092.9,136.0,14.6,49368.0,13228.34117647059,700.0,141990.0,76826.46397058821
5765,980210,153936,24,6414,,monthly issuance,971018,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,49,False,490828,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,no card,0,38482.0,100675.4,11.0,62.4,57723.0,22625.03636363636,1100.0,100675.4,58031.62727272727
5124,980212,156096,36,4336,,weekly issuance,970809,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,46,False,520803,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,no card,0,7395.0,28471.9,33.0,30.0,39022.0,9528.360606060607,700.0,93801.3,51641.8333333333
5491,980213,428784,48,8933,,monthly issuance,961204,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,62,False,360414,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,2637.0,8707.1,110.0,14.6,14146.0,3808.919999999999,1100.0,47281.2,22133.73545454547
6730,980215,93036,12,7753,,monthly issuance,961125,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,18,True,800912,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,46520.0,57467.8,104.0,14.6,69780.0,14395.11442307693,400.0,104865.3,53890.64326923077
7151,980218,133800,24,5575,,monthly issuance,970109,12,central Bohemia,107870,84,29,6,1,6,58.0,8754,6.43,4.31,137,1358.0,3868,57,False,410312,12,central Bohemia,107870,84,29,6,1,6,58.0,8754,6.43,4.31,137,1358.0,3868,no card,0,23470.0,36126.5,93.0,14.6,47382.0,9527.584946236557,300.0,83556.1,45733.43548387097
5140,980224,178500,60,2975,,monthly issuance,970426,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,27,True,710826,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,no card,0,3300.0,19397.6,64.0,11.6,10416.0,2712.9625,1000.0,39315.6,21491.79062500001
7171,980224,196224,48,4088,,monthly issuance,970909,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,48,False,500316,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,no card,0,4700.0,80679.6,23.0,14.6,70352.0,23166.12608695652,300.0,135473.2,72465.66956521741
6568,980225,220440,60,3674,,weekly issuance,960525,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,43,True,551102,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,8400.0,31401.9,75.0,30.0,45951.0,7381.598666666667,600.0,99990.9,38280.10266666669
6861,980228,215040,60,3584,,monthly issuance,970121,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,38,True,601020,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,no card,0,2700.0,38003.2,82.0,14.6,32253.0,6970.0634146341445,1000.0,74896.6,37189.77195121955
6855,980301,52236,36,1451,,monthly issuance,961212,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,60,False,380925,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,no card,0,14.6,37433.1,101.0,14.6,12600.0,2807.9742574257434,600.0,48645.0,33782.061386138615
7129,980301,194280,60,3238,,monthly issuance,961230,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,29,False,690812,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,177.4,30653.4,113.0,10.0,36932.0,6314.964601769912,300.0,77920.1,48180.3778761062
5384,980307,23328,12,1944,,monthly issuance,970901,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,34,True,641019,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,no card,0,9768.0,27807.9,27.0,14.6,27285.0,7965.125925925927,1000.0,68151.2,40311.63703703704
6859,980307,272220,60,4537,,monthly issuance,970402,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,58,True,401127,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,no card,0,887.0,37464.6,80.0,3.2,48428.0,7196.523749999998,500.0,104227.6,39041.918749999975
5772,980308,334620,60,5577,,monthly issuance,970708,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,37,True,610509,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,no card,0,16400.0,49944.1,35.0,14.6,50196.0,15017.225714285712,1100.0,92028.2,64863.95428571428
5665,980311,40632,12,3386,,weekly issuance,961222,12,central Bohemia,107870,84,29,6,1,6,58.0,8754,6.43,4.31,137,1358.0,3868,53,True,450503,12,central Bohemia,107870,84,29,6,1,6,58.0,8754,6.43,4.31,137,1358.0,3868,no card,0,2004.0,48931.1,118.0,30.0,30470.0,5188.519491525423,1100.0,75484.9,48478.59067796609
6495,980312,49044,12,4087,,monthly issuance,970928,11,central Bohemia,75637,35,36,9,0,7,36.5,9622,6.43,0.59,154,1358.0,3529,45,True,530411,11,central Bohemia,75637,35,36,9,0,7,36.5,9622,6.43,0.59,154,1358.0,3529,no card,0,4603.0,25180.7,22.0,14.6,44748.0,16456.872727272723,400.0,105561.0,49296.52272727271
5061,980313,84288,48,1756,,monthly issuance,961222,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,41,True,570927,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,no card,0,1600.0,39526.2,85.0,14.6,24694.5,5942.568235294116,500.0,50218.4,25727.382352941186
6948,980315,157068,36,4363,,monthly issuance,970713,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,27,True,710912,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,18400.0,38635.4,21.0,45.2,44217.0,10315.961904761903,400.0,88837.6,38742.92380952381
5773,980316,133848,24,5577,,monthly issuance,960418,37,north Bohemia,114006,71,26,6,2,9,62.3,9065,6.43,5.39,123,1358.0,4166,38,True,600606,37,north Bohemia,114006,71,26,6,2,9,62.3,9065,6.43,5.39,123,1358.0,4166,no card,0,4700.0,20985.9,112.0,12.3,49800.0,9549.21696428571,600.0,133750.5,42220.02946428575
6052,980323,22356,36,621,,monthly issuance,970513,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,58,False,400404,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,no card,0,500.0,17213.5,54.0,14.6,9588.0,2960.05,6392.0,37212.7,25150.97592592593
6682,980330,36204,12,3017,,monthly issuance,961207,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,60,False,380106,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,20808.0,2830.7,115.0,2.6,27154.0,5640.358260869564,-214.8,56083.5,31916.898260869573
6083,980331,240528,48,5011,,monthly issuance,960916,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,42,False,560629,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,no card,0,22880.0,10421.7,91.0,14.6,45100.0,12941.090109890109,600.0,86334.9,41135.01098901101
6962,980402,279072,48,5814,,weekly issuance,960730,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,29,False,690119,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,30.0,21498.3,86.0,15.8,45700.0,12324.537209302329,300.0,111246.0,43095.51162790698
5158,980411,188532,36,5237,,monthly issuance,960702,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,23,True,750901,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,14833.0,22144.8,148.0,14.6,62100.0,15490.9195945946,200.0,143846.4,64193.40472972981
6464,980416,49488,24,2062,,monthly issuance,970911,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,57,True,411112,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,classic,980402,20646.0,59456.1,32.0,14.6,30969.0,9749.86875,300.0,79862.9,50541.553125000006
5172,980416,50976,36,1416,,monthly issuance,961206,45,east Bohemia,77917,85,19,6,1,5,53.5,8390,6.43,2.89,132,1358.0,2122,19,False,791027,45,east Bohemia,77917,85,19,6,1,5,53.5,8390,6.43,2.89,132,1358.0,2122,no card,0,4351.0,21313.1,123.0,14.6,19200.0,3641.1341463414624,400.0,48735.9,28050.29918699189
5582,980417,41256,12,3438,,monthly issuance,960604,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,60,False,380803,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,gold,970106,164.0,79902.5,215.0,14.6,73128.0,11082.80093023256,900.0,124519.7,63500.406976744096
6136,980419,140880,60,2348,,monthly issuance,970811,15,south Bohemia,58796,22,16,7,1,5,51.9,9045,6.43,3.6,124,1358.0,1879,41,False,571227,15,south Bohemia,58796,22,16,7,1,5,51.9,9045,6.43,3.6,124,1358.0,1879,no card,0,2600.0,13759.2,43.0,14.6,49763.0,10815.49302325581,800.0,122247.8,45160.51162790696
6235,980419,321360,60,5356,,monthly issuance,960828,24,west Bohemia,122603,25,21,6,2,8,80.0,8991,6.43,2.01,128,1358.0,5273,23,False,750124,24,west Bohemia,122603,25,21,6,2,8,80.0,8991,6.43,2.01,128,1358.0,5273,no card,0,10608.0,51923.7,140.0,14.6,56068.0,11343.968571428572,700.0,116394.1,52905.40714285716
6508,980419,110736,48,2307,,weekly issuance,970808,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,58,True,400130,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,231.0,34595.1,55.0,30.0,20762.0,4766.714545454545,13026.6,55991.1,30696.238181818226
4968,980419,110736,48,2307,,weekly issuance,970808,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,58,True,400130,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,231.0,37416.7,55.0,30.0,20762.0,4716.194545454545,13841.0,55991.1,31383.449090909107
6632,980423,144960,48,3020,,monthly issuance,960830,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,31,True,670317,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,no card,0,8800.0,29245.0,146.0,14.6,58100.0,13557.819178082198,700.0,144853.8,64162.66917808222
7195,980423,339168,48,7066,,monthly issuance,970705,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,56,True,420113,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,no card,0,6400.0,28677.8,51.0,14.6,9200.0,3591.366666666667,1000.0,41024.0,28634.13921568629
5525,980427,93888,36,2608,,weekly issuance,970616,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,62,False,360702,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,no card,0,7515.0,75158.7,91.0,2.5,59500.0,14420.754945054943,200.0,144694.2,69554.29230769226
6320,980428,104964,12,8747,,monthly issuance,960723,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,32,False,660511,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,1320.0,32793.3,124.0,14.6,27722.0,6717.295967741933,500.0,67027.5,41026.33145161289
6766,980428,74352,24,3098,,monthly issuance,961016,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,41,True,571123,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,11918.0,52767.8,126.0,14.6,55186.0,11075.569841269842,1100.0,96165.9,45497.742063492056
6872,980429,191580,60,3193,,monthly issuance,971104,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,32,True,660111,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,no card,0,3900.0,17266.7,30.0,14.6,7500.0,2356.2633333333333,900.0,28098.6,18241.439999999995
5906,980505,81144,36,2254,,monthly issuance,970803,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,54,True,440527,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,24500.0,65800.3,51.0,14.6,62500.0,18149.90196078431,200.0,127543.0,67815.17450980397
7172,980507,45720,12,3810,,monthly issuance,970318,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,20,True,781215,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,14.6,29108.8,86.0,14.6,45213.0,9538.880232558136,700.0,87185.5,41690.6
6571,980512,140064,24,5836,,weekly issuance,960708,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,48,True,500718,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,30.0,73874.0,142.0,30.0,64186.0,13771.42323943662,200.0,107275.7,66051.94507042257
5616,980515,130896,24,5454,,monthly issuance,961018,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,44,True,540615,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,no card,0,5500.0,43648.0,113.0,14.6,12000.0,3674.4132743362825,300.0,49093.0,31685.09911504425
6312,980517,10944,36,304,,monthly issuance,960727,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,47,False,510710,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,no card,0,100.0,29034.9,165.0,10.9,10400.0,1566.857575757576,300.0,34557.9,22935.072121212117
6470,980517,49872,12,4156,,issuance after transaction,960702,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,31,True,670212,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,no card,0,514.0,76514.2,215.0,16.0,58900.0,6030.317209302324,600.0,111451.1,50265.36186046507
5147,980521,22260,60,371,,monthly issuance,971213,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,58,True,401126,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,4923.0,31277.6,15.0,46.5,12600.0,3258.5066666666667,700.0,31277.6,23066.61333333333
5501,980521,136344,24,5681,,monthly issuance,960821,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,34,True,640526,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,7000.0,39847.5,130.0,14.6,15902.0,4987.943846153843,300.0,57858.4,31673.896923076907
6436,980522,495180,60,8253,,monthly issuance,971012,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,19,True,791225,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,no card,0,11700.0,34235.5,31.0,14.6,74278.0,22957.867741935483,600.0,111650.4,44813.422580645165
5699,980524,174960,24,7290,,monthly issuance,960719,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,21,True,770915,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,21012.0,71242.6,143.0,14.6,52200.0,11944.709090909097,1000.0,159286.4,58926.411188811166
5313,980527,43200,24,1800,,monthly issuance,970727,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,49,True,490516,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,4900.0,37619.2,54.0,14.6,20504.0,4853.061111111112,400.0,62263.4,36159.70555555556
6234,980528,5148,12,429,,monthly issuance,970308,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,35,True,630318,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,21417.0,49297.2,80.0,14.6,32125.5,7503.7249999999985,1000.0,66177.3,43197.281250000015
6569,980528,45456,12,3788,,monthly issuance,970703,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,51,True,470515,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,no card,0,3000.0,57100.5,56.0,14.6,34095.0,8875.53214285714,1000.0,80996.4,39247.38750000002
7202,980529,140688,48,2931,,monthly issuance,970408,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,57,False,410623,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,no card,0,3100.0,38199.7,85.0,14.6,48538.0,11268.504705882351,300.0,140245.8,54575.39882352938
5683,980529,140688,48,2931,,monthly issuance,970408,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,57,False,410623,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,no card,0,13500.0,26863.5,85.0,14.6,48538.0,11244.55058823529,300.0,144580.4,57514.34705882354
5034,980530,112752,36,3132,,monthly issuance,960725,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,42,True,560105,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,no card,0,2700.0,48916.6,129.0,14.6,35360.0,5585.4356589147255,900.0,68401.9,44659.64961240314
5435,980601,314688,48,6556,,weekly issuance,961030,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,24,False,740126,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,classic,971009,243.8,43170.7,107.0,8.3,59007.0,14847.7261682243,600.0,99692.3,53094.36448598127
5815,980603,151200,36,4200,,monthly issuance,971005,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,52,False,461010,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,30900.0,59126.9,40.0,14.6,48480.0,17701.1625,1000.0,110723.2,66345.68250000002
5589,980605,390000,48,8125,,issuance after transaction,970111,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,51,False,471213,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,no card,0,100.0,23199.6,44.0,100.0,48500.0,10797.127272727272,600.0,120714.8,48798.697727272745
6746,980606,185640,60,3094,,monthly issuance,970822,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,36,True,620716,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,no card,0,62.5,21581.8,55.0,14.6,27850.0,6177.987272727271,400.0,59523.5,29159.441818181826
6790,980608,76104,24,3171,,monthly issuance,970703,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,37,True,611003,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,no card,0,6381.0,27476.0,81.0,14.6,9200.0,2043.7617283950624,1000.0,33813.8,20237.19259259258
6857,980608,69600,48,1450,,monthly issuance,960802,64,south Moravia,197099,29,41,10,2,10,74.7,9624,6.43,2.31,145,1358.0,4265,29,False,690414,64,south Moravia,197099,29,41,10,2,10,74.7,9624,6.43,2.31,145,1358.0,4265,no card,0,24328.5,71208.5,218.0,14.6,24328.5,3603.094495412844,700.0,71208.5,40349.88486238531
6450,980610,234336,48,4882,,monthly issuance,960820,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,27,True,711203,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,43942.0,66812.9,169.0,14.6,43942.0,8040.113609467457,1000.0,90490.8,42818.50295857989
7221,980611,152460,60,2541,,weekly issuance,970215,25,west Bohemia,88757,60,33,3,2,10,61.7,8554,6.43,2.68,113,1358.0,2218,47,True,511117,25,west Bohemia,88757,60,33,3,2,10,61.7,8554,6.43,2.68,113,1358.0,2218,no card,0,3651.0,9641.6,118.0,30.0,22868.0,4535.116101694915,600.0,52438.0,20874.116101694926
5527,980615,156420,60,2607,,weekly issuance,970706,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,41,False,570308,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,no card,0,11222.0,22039.7,63.0,1.4,45976.0,10600.503174603176,400.0,94694.7,49909.15555555556
5620,980616,30012,12,2501,,monthly issuance,960826,48,east Bohemia,78955,50,24,8,1,9,59.0,9060,6.43,2.44,124,1358.0,1717,45,False,531126,48,east Bohemia,78955,50,24,8,1,9,59.0,9060,6.43,2.44,124,1358.0,1717,no card,0,6671.0,94720.3,103.0,12.3,43783.0,9240.998058252426,700.0,107744.0,46609.3485436893
6215,980618,78720,48,1640,,monthly issuance,970606,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,54,True,440601,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,no card,0,32116.0,66220.2,71.0,14.6,32116.0,7910.054929577464,1000.0,66220.2,45921.19859154932
7167,980618,269964,36,7499,,monthly issuance,970712,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,19,True,790214,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,junior,980430,10830.0,66463.8,75.0,14.6,67488.0,14799.282666666662,400.0,120646.8,61366.8693333333
5823,980621,212976,36,5916,,monthly issuance,960819,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,25,True,730627,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,32516.0,53222.2,149.0,14.6,61900.0,12327.571140939604,1100.0,119287.7,49635.71543624162
6207,980623,184620,60,3077,,monthly issuance,961025,45,east Bohemia,77917,85,19,6,1,5,53.5,8390,6.43,2.89,132,1358.0,2122,35,True,630916,45,east Bohemia,77917,85,19,6,1,5,53.5,8390,6.43,2.89,132,1358.0,2122,no card,0,13400.0,39023.4,113.0,14.6,27692.0,7164.738053097343,1100.0,65517.7,34785.53451327431
6932,980625,225504,48,4698,,weekly issuance,960808,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,18,False,800128,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,junior,971003,4200.0,98236.7,181.0,30.0,65738.0,11636.811049723756,800.0,127323.7,57411.608287292685
5669,980627,71820,36,1995,,monthly issuance,970520,63,south Moravia,86513,38,36,5,1,5,50.5,8288,6.43,4.52,110,1358.0,1460,34,False,640209,63,south Moravia,86513,38,36,5,1,5,50.5,8288,6.43,4.52,110,1358.0,1460,no card,0,1700.0,42629.7,79.0,14.6,48698.0,10139.363291139238,700.0,119933.3,54293.59240506329
5154,980701,108720,60,1812,,monthly issuance,961114,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,32,True,661002,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,263.5,41353.1,64.0,14.6,48400.0,9952.196874999996,1000.0,112610.8,50883.19687500003
7168,980705,208332,36,5787,,monthly issuance,961221,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,18,True,800418,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,no card,0,14.6,27282.7,124.0,14.6,73890.0,15349.254838709683,500.0,134634.4,64087.07016129033
5585,980708,88608,12,7384,,issuance after transaction,961014,66,south Moravia,125832,151,41,2,3,5,48.3,8512,6.43,4.12,102,1358.0,2103,51,False,471209,66,south Moravia,125832,151,41,2,3,5,48.3,8512,6.43,4.12,102,1358.0,2103,no card,0,2600.0,28833.5,134.0,15.3,55000.0,11850.011940298506,900.0,148386.3,51249.12985074622
7200,980711,31140,60,519,,monthly issuance,970819,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,21,False,770120,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,no card,0,4911.0,36627.3,50.0,14.6,16300.0,2532.05,800.0,37613.5,28375.804
